,count,quantiles.0.5,quantiles.0.9,quantiles.0.99,sum,labels.type,quantiles.0,quantiles.0.01,quantiles.0.1,quantiles.0.25,quantiles.0.75,quantiles.1,help,name,type,ColdStart,ExpLabel,Timestamp
0,112,30777,50993,66185,3.844996e+06,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,1000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:06.208526783
1,46,2.56289368e+08,4.56322642e+08,,1.1380379991e+10,queued,1.6552549e+07,1.6552549e+07,5.6309113e+07,1.16733055e+08,3.5635999e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,1000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:06.208526783
2,155,29926,50629,71104,5.118708e+06,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,1000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:09.208549867
3,60,2.56272095e+08,4.39703121e+08,,1.4612544986e+10,queued,1.6538289e+07,1.6538289e+07,5.6309113e+07,1.16703577e+08,3.5635999e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,1000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:09.208549867
4,6,4.223343123e+09,5.325484617e+09,,2.8270682519e+10,running,4.023637217e+09,4.023637217e+09,4.023637217e+09,4.023637217e+09,5.124297224e+09,5.448583795e+09,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,1000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:09.208549867
5,179,29610,50826,71978,5.895116e+06,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,1000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:12.208555307
6,60,2.56272095e+08,4.39703121e+08,,1.4612544986e+10,queued,1.6538289e+07,1.6538289e+07,5.6309113e+07,1.16703577e+08,3.5635999e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,1000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:12.208555307
7,18,5.327503034e+09,6.32766845e+09,,9.6573530263e+10,running,4.023637217e+09,4.023637217e+09,4.023637217e+09,4.423345022e+09,6.128314654e+09,6.424672111e+09,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,1000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:12.208555307
8,180,29610,50826,71978,5.921426e+06,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,1000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:15.208548565
9,60,2.56272095e+08,4.39703121e+08,,1.4612544986e+10,queued,1.6538289e+07,1.6538289e+07,5.6309113e+07,1.16703577e+08,3.5635999e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,1000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:15.208548565
10,30,5.424250023e+09,6.332981873e+09,,1.65217910943e+11,running,4.023637217e+09,4.023637217e+09,4.223343123e+09,5.023649037e+09,6.223266431e+09,6.424672111e+09,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,1000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:15.208548565
11,289,30156,52169,71978,9.655504e+06,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,2000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:36.726670958
12,106,2.44045894e+08,4.44071611e+08,,2.5596825923e+10,queued,1.5881035e+07,1.5881035e+07,4.4028199e+07,1.16609393e+08,3.56216947e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,2000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:36.726670958
13,320,30156,50993,71104,1.0647111e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,2000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:39.726628634
14,120,2.44009621e+08,4.39703121e+08,,2.8720442492e+10,queued,1.5881035e+07,1.5881035e+07,4.3970552e+07,1.16590819e+08,3.56216947e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,2000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:39.726628634
15,1,5.423968457e+09,5.423968457e+09,,5.423968457e+09,running,5.423968457e+09,5.423968457e+09,5.423968457e+09,5.423968457e+09,5.423968457e+09,5.423968457e+09,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,2000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:39.726628634
16,349,29720,50709,71104,1.149151e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,2000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:42.726663326
17,120,2.44009621e+08,4.39703121e+08,,2.8720442492e+10,queued,1.5881035e+07,1.5881035e+07,4.3970552e+07,1.16590819e+08,3.56216947e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,2000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:42.726663326
18,8,5.423968457e+09,7.229098391e+09,,4.9708777607e+10,running,5.022697625e+09,5.022697625e+09,5.022697625e+09,5.222773164e+09,7.123847833e+09,7.434184317e+09,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,2000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:42.726663326
19,360,29610,50629,71104,1.1792641e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,2000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:45.726632407
20,120,2.44009621e+08,4.39703121e+08,,2.8720442492e+10,queued,1.5881035e+07,1.5881035e+07,4.3970552e+07,1.16590819e+08,3.56216947e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,2000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:45.726632407
21,20,7.223825604e+09,9.32753476e+09,,1.52210949907e+11,running,5.022697625e+09,5.022697625e+09,5.222773164e+09,7.023177111e+09,9.127009553e+09,9.425124933e+09,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,2000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:45.726632407
22,360,29610,50629,71104,1.1792641e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,2000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:48.726686336
23,120,2.44009621e+08,4.39703121e+08,,2.8720442492e+10,queued,1.5881035e+07,1.5881035e+07,4.3970552e+07,1.16590819e+08,3.56216947e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,2000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:48.726686336
24,30,9.023776374e+09,9.423791253e+09,,2.41081825087e+11,running,5.022697625e+09,5.022697625e+09,5.223040843e+09,7.024505139e+09,9.32753476e+09,9.425124933e+09,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,2000000000,policy-warm-mz-lru-warm,2019-11-09 13:52:48.726686336
25,467,30477,52999,91712,1.6015846e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,3000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:13.238109736
26,166,2.39820755e+08,4.39789336e+08,,3.9553733626e+10,queued,1.5228685e+07,1.5228685e+07,3.9828568e+07,1.16549454e+08,3.44165628e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,3000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:13.238109736
27,492,30595,52169,91712,1.6891688e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,3000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:16.238110648
28,180,2.3982057e+08,4.39703121e+08,,4.2766046903e+10,queued,1.5144065e+07,1.5144065e+07,3.9828568e+07,1.1608513e+08,3.44165628e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,3000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:16.238110648
29,514,31239,54564,93167,1.769296e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,3000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:19.238096810
30,180,2.3982057e+08,4.39703121e+08,,4.2766046903e+10,queued,1.5144065e+07,1.5144065e+07,3.9828568e+07,1.1608513e+08,3.44165628e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,3000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:19.238096810
31,531,31239,54461,93167,1.8203566e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,3000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:22.238098854
32,180,2.3982057e+08,4.39703121e+08,,4.2766046903e+10,queued,1.5144065e+07,1.5144065e+07,3.9828568e+07,1.1608513e+08,3.44165628e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,3000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:22.238098854
33,6,9.22307006e+09,9.417753549e+09,,5.5540933629e+10,running,9.022035468e+09,9.022035468e+09,9.022035468e+09,9.022035468e+09,9.330527717e+09,9.422445056e+09,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,3000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:22.238098854
34,540,31239,51422,93167,1.8472671e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,3000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:25.238095451
35,180,2.3982057e+08,4.39703121e+08,,4.2766046903e+10,queued,1.5144065e+07,1.5144065e+07,3.9828568e+07,1.1608513e+08,3.44165628e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,3000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:25.238095451
36,20,9.423584569e+09,1.2326316393e+10,,2.14792111659e+11,running,9.022035468e+09,9.022035468e+09,9.022927588e+09,9.22307006e+09,1.2223913426e+10,1.2424593471e+10,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,3000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:25.238095451
37,540,31239,51422,93167,1.8472671e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,3000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:28.238091036
38,180,2.3982057e+08,4.39703121e+08,,4.2766046903e+10,queued,1.5144065e+07,1.5144065e+07,3.9828568e+07,1.1608513e+08,3.44165628e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,3000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:28.238091036
39,30,1.2130970475e+10,1.2332953065e+10,,3.37170247063e+11,running,9.022035468e+09,9.022035468e+09,9.125101779e+09,9.417753549e+09,1.2224575978e+10,1.2424593471e+10,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,3000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:28.238091036
40,647,31239,51717,93167,2.2276635e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,4000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:55.251429414
41,226,2.26424546e+08,4.26397673e+08,,5.3169787863e+10,queued,1.4313727e+07,1.4465777e+07,2.640964e+07,1.160405e+08,3.4409976e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,4000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:55.251429414
42,671,31239,51717,93167,2.3145384e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,4000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:58.251453435
43,240,2.26410211e+08,4.26241886e+08,,5.6370678693e+10,queued,1.4313727e+07,1.4335102e+07,2.640964e+07,1.16015346e+08,3.4409976e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,4000000000,policy-warm-mz-lru-warm,2019-11-09 13:53:58.251453435
44,693,31239,51422,93167,2.3812003e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,4000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:01.251395866
45,240,2.26410211e+08,4.26241886e+08,,5.6370678693e+10,queued,1.4313727e+07,1.4335102e+07,2.640964e+07,1.16015346e+08,3.4409976e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,4000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:01.251395866
46,1,7.020188358e+09,7.020188358e+09,,7.020188358e+09,running,7.020188358e+09,7.020188358e+09,7.020188358e+09,7.020188358e+09,7.020188358e+09,7.020188358e+09,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,4000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:01.251395866
47,711,31239,51422,91712,2.4357815e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,4000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:04.251776088
48,240,2.26410211e+08,4.26241886e+08,,5.6370678693e+10,queued,1.4313727e+07,1.4335102e+07,2.640964e+07,1.16015346e+08,3.4409976e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,4000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:04.251776088
49,8,1.1123402752e+10,1.1403200145e+10,,7.8156833074e+10,running,7.020188358e+09,7.020188358e+09,7.020188358e+09,7.220461741e+09,1.1323849183e+10,1.1423717653e+10,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,4000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:04.251776088
50,719,31239,51422,91712,2.4590703e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,4000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:07.251343936
51,240,2.26410211e+08,4.26241886e+08,,5.6370678693e+10,queued,1.4313727e+07,1.4335102e+07,2.640964e+07,1.16015346e+08,3.4409976e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,4000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:07.251343936
52,17,1.1126519534e+10,1.1420517704e+10,,1.75269592691e+11,running,7.020188358e+09,7.020188358e+09,7.020188358e+09,7.420759886e+09,1.1324605547e+10,1.1423717653e+10,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,4000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:07.251343936
53,720,31239,51422,91712,2.4630009e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,4000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:10.251385051
54,240,2.26410211e+08,4.26241886e+08,,5.6370678693e+10,queued,1.4313727e+07,1.4335102e+07,2.640964e+07,1.16015346e+08,3.4409976e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,4000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:10.251385051
55,25,1.122231353e+10,1.5022210342e+10,,2.80872596064e+11,running,7.020188358e+09,7.020188358e+09,7.124279731e+09,1.1123402752e+10,1.1420517704e+10,1.533067108e+10,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,4000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:10.251385051
56,831,31239,51422,87594,2.8556046e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:43.755088043
57,285,2.26424546e+08,4.26397673e+08,,6.6394084658e+10,queued,1.3552102e+07,1.3569882e+07,2.6458308e+07,1.15971086e+08,3.43977383e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:43.755088043
58,851,31239,51422,87594,2.9373494e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:46.755045849
59,300,2.26410211e+08,4.26241886e+08,,6.9596403947e+10,queued,1.3372338e+07,1.3496694e+07,2.640964e+07,1.15444673e+08,3.43977383e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:46.755045849
60,1,3.319597183e+09,3.319597183e+09,,3.319597183e+09,running,3.319597183e+09,3.319597183e+09,3.319597183e+09,3.319597183e+09,3.319597183e+09,3.319597183e+09,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:46.755045849
61,867,31239,51422,91712,2.9983904e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:49.755089747
62,300,2.26410211e+08,4.26241886e+08,,6.9596403947e+10,queued,1.3372338e+07,1.3496694e+07,2.640964e+07,1.15444673e+08,3.43977383e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:49.755089747
63,2,3.319597183e+09,3.319597183e+09,,1.1539575198e+10,running,3.319597183e+09,3.319597183e+09,3.319597183e+09,3.319597183e+09,3.319597183e+09,8.219978015e+09,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:49.755089747
64,883,31239,51422,91712,3.0487404e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:52.755068420
65,300,2.26410211e+08,4.26241886e+08,,6.9596403947e+10,queued,1.3372338e+07,1.3496694e+07,2.640964e+07,1.15444673e+08,3.43977383e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:52.755068420
66,4,8.121565125e+09,8.219978015e+09,,2.7982872754e+10,running,3.319597183e+09,3.319597183e+09,3.319597183e+09,3.319597183e+09,8.219978015e+09,8.321732431e+09,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:52.755068420
67,891,31239,51422,91712,3.0780355e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:55.755078548
68,300,2.26410211e+08,4.26241886e+08,,6.9596403947e+10,queued,1.3372338e+07,1.3496694e+07,2.640964e+07,1.15444673e+08,3.43977383e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:55.755078548
69,11,8.321732431e+09,1.3123819852e+10,,1.10337786348e+11,running,3.319597183e+09,3.319597183e+09,3.319597183e+09,8.121565125e+09,1.3022404965e+10,1.3420855366e+10,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:55.755078548
70,900,31239,51422,87594,3.1099278e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:58.755104704
71,300,2.26410211e+08,4.26241886e+08,,6.9596403947e+10,queued,1.3372338e+07,1.3496694e+07,2.640964e+07,1.15444673e+08,3.43977383e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:58.755104704
72,16,1.3021257907e+10,1.3222833283e+10,,1.76246137481e+11,running,3.319597183e+09,3.319597183e+09,3.319597183e+09,8.219978015e+09,1.3220583954e+10,1.3421604411e+10,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:54:58.755104704
73,900,31239,51422,87594,3.1099278e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:01.755069477
74,300,2.26410211e+08,4.26241886e+08,,6.9596403947e+10,queued,1.3372338e+07,1.3496694e+07,2.640964e+07,1.15444673e+08,3.43977383e+08,4.56531256e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:01.755069477
75,21,1.3022404965e+10,1.8225120492e+10,,2.67753753769e+11,running,3.319597183e+09,3.319597183e+09,8.121565125e+09,8.321732431e+09,1.3420855366e+10,1.8425271197e+10,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,5000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:01.755069477
76,1009,31573,51422,87594,3.5310049e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,6000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:37.665869609
77,346,2.2175333e+08,4.2175884e+08,,7.9915378745e+10,queued,1.2636053e+07,1.2694354e+07,2.1704749e+07,1.15352088e+08,3.39855527e+08,4.78208328e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,6000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:37.665869609
78,1025,31573,51422,87594,3.596475e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,6000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:40.665912452
79,360,2.21732668e+08,4.2172592e+08,,8.2991160928e+10,queued,1.2492764e+07,1.2563362e+07,2.1668328e+07,1.15212238e+08,3.39855527e+08,4.78208328e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,6000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:40.665912452
80,1039,31573,51422,87594,3.6411548e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,6000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:43.665917564
81,360,2.21732668e+08,4.2172592e+08,,8.2991160928e+10,queued,1.2492764e+07,1.2563362e+07,2.1668328e+07,1.15212238e+08,3.39855527e+08,4.78208328e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,6000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:43.665917564
82,1057,31573,51422,87594,3.7068505e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,6000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:46.665900498
83,360,2.21732668e+08,4.2172592e+08,,8.2991160928e+10,queued,1.2492764e+07,1.2563362e+07,2.1668328e+07,1.15212238e+08,3.39855527e+08,4.78208328e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,6000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:46.665900498
84,3,9.219433423e+09,9.221719713e+09,,2.7762875638e+10,running,9.219433423e+09,9.219433423e+09,9.219433423e+09,9.219433423e+09,9.221719713e+09,9.321722502e+09,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,6000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:46.665900498
85,1063,31573,51422,87594,3.7260417e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,6000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:49.665921340
86,360,2.21732668e+08,4.2172592e+08,,8.2991160928e+10,queued,1.2492764e+07,1.2563362e+07,2.1668328e+07,1.15212238e+08,3.39855527e+08,4.78208328e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,6000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:49.665921340
87,5,9.219433423e+09,9.321722502e+09,,4.6306853839e+10,running,9.122405188e+09,9.122405188e+09,9.122405188e+09,9.122405188e+09,9.221719713e+09,9.421573013e+09,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,6000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:49.665921340
88,1073,31573,51422,87594,3.7598457e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,6000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:52.665862835
89,360,2.21732668e+08,4.2172592e+08,,8.2991160928e+10,queued,1.2492764e+07,1.2563362e+07,2.1668328e+07,1.15212238e+08,3.39855527e+08,4.78208328e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,6000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:52.665862835
90,11,9.421573013e+09,1.5328107439e+10,,1.37908833469e+11,running,9.122405188e+09,9.122405188e+09,9.122405188e+09,9.219433423e+09,1.5323469014e+10,1.5487742396e+10,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,6000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:52.665862835
91,1080,31573,51422,87594,3.7834207e+07,,,,,,,,Statistics of scheduler evaluations,workflows_scheduler_eval_time,SUMMARY,6000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:55.665903319
92,360,2.21732668e+08,4.2172592e+08,,8.2991160928e+10,queued,1.2492764e+07,1.2563362e+07,2.1668328e+07,1.15212238e+08,3.39855527e+08,4.78208328e+08,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,6000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:55.665903319
93,15,1.5020465574e+10,1.5419829592e+10,,1.98592646392e+11,running,9.122405188e+09,9.122405188e+09,9.122405188e+09,9.221719713e+09,1.5323469014e+10,1.5487742396e+10,Duration of an invocation in various states.,invocation_monitor_time,SUMMARY,6000000000,policy-warm-mz-lru-warm,2019-11-09 13:55:55.665903319
